age,IndividualID,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
23,0034V00002ZUom1QAD, Private,197387,5th-6th,3, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico,<=50K
36,0034V00002ZUom2QAD, Private,99374, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
40,0034V00002ZUom3QAD, Federal-gov,56795, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,55, United-States,>50K
35,0034V00002ZUom4QAD, Private,138992, Masters,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7298,0,40, United-States,>50K
24,0034V00002Ze2shQAB, Self-emp-not-inc,32921, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
26,0034V00002Ze2siQAB, Private,397317, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States,<=50K
19,0034V00002Ze2sjQAB, ?,170653, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Italy,<=50K
51,0034V00002Ze2skQAB, Private,259323, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
42,0034V00002Ze2slQAB, Local-gov,254817, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,1340,40, United-States,<=50K
37,0034V00002Ze2smQAB, State-gov,48211, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,<=50K
18,0034V00002Ze2snQAB, Private,140164,11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<=50K
36,0034V00002Ze2soQAB, Private,128757, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,36, United-States,>50K
35,0034V00002Ze2spQAB, Private,36270, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,<=50K
58,0034V00002Ze2sqQAB, Self-emp-inc,210563, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,15024,0,35, United-States,>50K
17,0034V00002Ze2srQAB, Private,65368,11th,7, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,<=50K
44,0034V00002Ze2ssQAB, Local-gov,160943, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<=50K
37,0034V00002Ze2stQAB, Private,208358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
35,0034V00002Ze2suQAB, Private,153790, Some-college,10, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=50K
60,0034V00002Ze2tBQAR, Private,85815, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,<=50K
54,0034V00002Ze2tCQAR, Self-emp-inc,125417,7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,>50K
37,0034V00002Ze2tDQAR, Private,635913, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States,>50K
50,0034V00002Ze2tEQAR, Private,313321, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
38,0034V00002Ze2tFQAR, Private,182609, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland,<=50K
45,0034V00002Ze2tGQAR, Private,109434, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,<=50K
25,0034V00002Ze2tHQAR, Private,255004,10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
31,0034V00002Ze2tIQAR, Private,197860, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=50K
64,0034V00002Ze2tJQAR, ?,187656,1st-4th,2, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States,<=50K
90,0034V00002Ze2tKQAR, Private,51744, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,2206,40, United-States,<=50K
54,0034V00002Ze2tLQAR, Private,176681, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,20, United-States,<=50K
53,0034V00002Ze2tMQAR, Local-gov,140359, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States,<=50K
18,0034V00002Ze2tNQAR, Private,243313, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<=50K
60,0034V00002Ze2tOQAR, ?,24215,10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States,<=50K
66,0034V00002Ze2tPQAR, Self-emp-not-inc,167687, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1409,0,50, United-States,<=50K
75,0034V00002Ze2tQQAR, Private,314209, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Columbia,<=50K
65,0034V00002Ze2tRQAR, Private,176796, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
35,0034V00002Ze2tSQAR, Private,538583,11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States,<=50K
41,0034V00002Ze2tTQAR, Private,130408, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,38, United-States,<=50K
25,0034V00002Ze2tUQAR, Private,159732, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States,<=50K
33,0034V00002Ze2tVQAR, Private,110978, Some-college,10, Divorced, Craft-repair, Other-relative, Other, Female,0,0,40, United-States,<=50K
28,0034V00002Ze2tWQAR, Private,76714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,>50K
59,0034V00002Ze2tXQAR, State-gov,268700, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=50K
40,0034V00002Ze2tYQAR, State-gov,170525, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,<=50K
41,0034V00002Ze2tZQAR, Private,180138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran,>50K
38,0034V00002Ze2taQAB, Local-gov,115076, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,>50K
23,0034V00002Ze2tbQAB, Private,115458, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,<=50K
40,0034V00002Ze2tcQAB, Private,347890, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
41,0034V00002Ze2tdQAB, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States,<=50K
24,0034V00002Ze2teQAB, State-gov,273905, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,<=50K
20,0034V00002Ze2tfQAB, ?,119156, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States,<=50K
38,0034V00002Ze2tgQAB, Private,179488, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States,<=50K
56,0034V00002Ze2svQAB, Private,203580, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, ?,<=50K
58,0034V00002Ze2swQAB, Private,236596, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,>50K
32,0034V00002Ze2sxQAB, Private,183916, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States,<=50K
40,0034V00002Ze2syQAB, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States,>50K
45,0034V00002Ze2szQAB, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?,<=50K
41,0034V00002Ze2t0QAB, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,>50K
42,0034V00002Ze2t1QAB, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,<=50K
59,0034V00002Ze2t2QAB, Local-gov,171328,10th,6, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States,<=50K
19,0034V00002Ze2t3QAB, Local-gov,27382, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,<=50K
58,0034V00002Ze2t4QAB, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States,<=50K
42,0034V00002Ze2t5QAB, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,>50K
20,0034V00002Ze2t6QAB, Private,117789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,<=50K
32,0034V00002Ze2siQAB, Private,172579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States,<=50K
45,0034V00002Ze2t8QAB, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,<=50K
50,0034V00002Ze2t9QAB, Private,204518,7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
36,0034V00002Ze2tAQAR, Private,150042, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,<=50K
45,0034V00002Ze2thQAB, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=50K
17,0034V00002Ze2tiQAB, Private,245918,11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,<=50K
59,0034V00002ZUolWQAT, Private,146013, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,<=50K
26,0034V00002ZUolXQAT, Private,378322,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
37,0034V00002ZUolYQAT, Self-emp-inc,257295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand,>50K
19,0034V00002ZUolZQAT, ?,218956, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, Canada,<=50K
64,0034V00002ZUolaQAD, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
33,0034V00002ZUolbQAD, Private,185480, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,<=50K
33,0034V00002ZUolcQAD, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,>50K
61,0034V00002ZUoldQAD, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
17,0034V00002ZUoleQAD, Private,191260,9th,5, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States,<=50K
50,0034V00002ZUolfQAD, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States,<=50K
27,0034V00002ZUolgQAD, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States,<=50K
30,0034V00002ZUolhQAD, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,<=50K
43,0034V00002ZUoliQAD, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,<=50K
44,0034V00002ZUoljQAD, Private,170924, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,>50K
35,0034V00002ZUolkQAD, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
25,0034V00002ZUollQAD, Private,193787, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,<=50K
24,0034V00002ZUolmQAD, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States,>50K
22,0034V00002ZUolnQAD, Private,34918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany,<=50K
42,0034V00002ZUoloQAD, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,>50K
34,0034V00002ZUolpQAD, Private,175413, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States,<=50K
60,0034V00002ZUolqQAD, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States,<=50K
21,0034V00002ZUolrQAD, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
57,0034V00002ZUolsQAD, Federal-gov,425161, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,>50K
41,0034V00002ZUoltQAD, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>50K
50,0034V00002ZUoluQAD, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,<=50K
25,0034V00002ZUolvQAD, Private,371987, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
50,0034V00002ZUolwQAD, Private,193884,7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador,<=50K
36,0034V00002ZUolxQAD, Private,200352, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,<=50K
31,0034V00002ZUolyQAD, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
29,0034V00002ZUolzQAD, Local-gov,220419, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,<=50K
21,0034V00002ZUom0QAD, Private,231931, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,<=50K
27,0034V00002ZUom1QAD, Private,248402, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,<=50K
65,0034V00002ZUom2QAD, Private,111095, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,<=50K
37,0034V00002ZUom3QAD, Self-emp-inc,57424, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,<=50K
39,0034V00002ZUom4QAD, ?,157443, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?,<=50K
24,0034V00002Ze2shQAB, Private,278130, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
38,0034V00002Ze2siQAB, Private,169469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States,<=50K
48,0034V00002Ze2sjQAB, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States,>50K
21,0034V00002Ze2skQAB, Private,153718, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States,<=50K
31,0034V00002Ze2slQAB, Private,217460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,>50K
55,0034V00002Ze2smQAB, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States,>50K
24,0034V00002Ze2snQAB, Private,303296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,<=50K
43,0034V00002Ze2soQAB, Private,173321, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
26,0034V00002Ze2spQAB, Private,193945, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,<=50K
46,0034V00002Ze2sqQAB, Private,83082, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States,<=50K
35,0034V00002Ze2srQAB, Private,193815, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
41,0034V00002Ze2ssQAB, Self-emp-inc,34987, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States,>50K
26,0034V00002Ze2stQAB, Private,59306, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
34,0034V00002Ze2suQAB, Private,142897, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan,>50K
19,0034V00002Ze2tBQAR, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States,<=50K
36,0034V00002Ze2tCQAR, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,>50K
22,0034V00002Ze2tDQAR, Private,199698, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States,<=50K
24,0034V00002Ze2tEQAR, Private,191954, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
77,0034V00002Ze2tFQAR, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
22,0034V00002Ze2tGQAR, Private,399087,5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico,<=50K
29,0034V00002Ze2tHQAR, Private,423158, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,<=50K
62,0034V00002Ze2tIQAR, Private,159841, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,<=50K
39,0034V00002Ze2tJQAR, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
43,0034V00002Ze2tKQAR, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States,<=50K
35,0034V00002Ze2tLQAR, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,<=50K
29,0034V00002Ze2tMQAR, Private,200381,11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
76,0034V00002Ze2tNQAR, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,<=50K
63,0034V00002Ze2tOQAR, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,<=50K
23,0034V00002Ze2tPQAR, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States,<=50K
43,0034V00002Ze2tQQAR, Private,187728, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States,>50K
58,0034V00002Ze2tRQAR, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=50K
66,0034V00002Ze2tSQAR, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States,<=50K
41,0034V00002Ze2tTQAR, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,<=50K
26,0034V00002Ze2tUQAR, Private,224563, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
47,0034V00002Ze2tVQAR, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=50K
55,0034V00002Ze2tWQAR, Local-gov,98545,10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
53,0034V00002Ze2tXQAR, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
17,0034V00002Ze2tYQAR, Private,270942,5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico,<=50K
30,0034V00002Ze2tZQAR, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,<=50K
49,0034V00002Ze2taQAB, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,<=50K
19,0034V00002Ze2tbQAB, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,<=50K
45,0034V00002Ze2tcQAB, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,<=50K
26,0034V00002Ze2tdQAB, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
38,0034V00002Ze2teQAB, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,>50K
36,0034V00002Ze2tfQAB, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,>50K
33,0034V00002Ze2tgQAB, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,<=50K
22,0034V00002Ze2svQAB, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States,<=50K
43,0034V00002Ze2swQAB, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,<=50K
67,0034V00002Ze2sxQAB, ?,36135,11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States,<=50K
30,0034V00002Ze2syQAB, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,<=50K
56,0034V00002Ze2szQAB, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran,<=50K
31,0034V00002Ze2t0QAB, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,<=50K
33,0034V00002Ze2t1QAB, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
26,0034V00002Ze2t2QAB, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=50K
33,0034V00002Ze2t3QAB, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
46,0034V00002Ze2t4QAB, Local-gov,329752,11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,<=50K
59,0034V00002Ze2t5QAB, ?,372020, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,>50K
38,0034V00002Ze2t6QAB, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
65,0034V00002Ze2siQAB, Private,161400,11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States,<=50K
40,0034V00002Ze2t8QAB, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>50K
42,0034V00002Ze2t9QAB, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,<=50K
26,0034V00002Ze2tAQAR, Self-emp-not-inc,117125,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,<=50K
36,0034V00002Ze2thQAB, Private,348022,10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,<=50K
62,0034V00002Ze2tiQAB, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
43,0034V00002ZUolWQAT, Private,180609, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,<=50K
43,0034V00002ZUolXQAT, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States,>50K
22,0034V00002ZUolYQAT, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States,<=50K
28,0034V00002ZUolZQAT, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
56,0034V00002ZUolaQAD, Self-emp-not-inc,183081, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,<=50K
22,0034V00002ZUolbQAD, Private,362589, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,<=50K
57,0034V00002ZUolcQAD, Private,212448, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,>50K
39,0034V00002ZUoldQAD, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,<=50K
26,0034V00002ZUoleQAD, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,<=50K
17,0034V00002ZUolfQAD, Private,89821,11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,<=50K
40,0034V00002ZUolgQAD, State-gov,184018, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States,>50K
45,0034V00002ZUolhQAD, Private,256649, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<=50K
44,0034V00002ZUoliQAD, Private,160323, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,<=50K
20,0034V00002ZUoljQAD, Local-gov,350845, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,<=50K
33,0034V00002ZUolkQAD, Private,267404, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,<=50K
23,0034V00002ZUollQAD, Private,35633, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
46,0034V00002ZUolmQAD, Self-emp-not-inc,80914, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,<=50K
38,0034V00002ZUolnQAD, Private,172927, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
54,0034V00002ZUoloQAD, Private,174319, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
46,0034V00002ZUolpQAD, Private,214955,5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States,<=50K
25,0034V00002ZUolqQAD, Private,344991, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
46,0034V00002ZUolrQAD, Private,108699, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
36,0034V00002ZUolsQAD, Local-gov,117312, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,<=50K
23,0034V00002ZUoltQAD, Private,396099, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,<=50K
29,0034V00002ZUoluQAD, Private,134152, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
44,0034V00002ZUolvQAD, Private,162028, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6, United-States,>50K
19,0034V00002ZUolwQAD, Private,25429, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,<=50K
19,0034V00002ZUolxQAD, Private,232392, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,<=50K
35,0034V00002ZUolyQAD, Private,220098, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,>50K
